BEVOEGD GEZAG NUMMER;BEVOEGD GEZAG NAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;ADMINISTRATIEKANTOORNUMMER;SOORT PRIMAIR ONDERWIJS
41191;Intergemeentelijke Stichting Openbaar Basisonderwijs;Sokkerwei;2;1901 KZ;CASTRICUM;0383;CASTRICUM;Openbaar;0251319888;www.isob.net;Sokkerwei;2;1901 KZ;CASTRICUM;401;BO
41193;Sticht. Prot.-Christ. Onderw. 'De Woudse Venen';Ambroziolaan;32;2441 AD;NIEUWVEEN;0569;NIEUWKOOP;Protestants-Christelijk;0172517755;www.woudsevenen.nl;Ambroziolaan;32;2441 AD;NIEUWVEEN;136;BO
41194;St. v Prot. Chr. Prim. Onderw. De Vier Windstreken;Heuvellaan;2;2803 DM;GOUDA;0513;GOUDA;Protestants-Christelijk;0182526719;www.d4w.nl;Postbus;2061;2800 BE;GOUDA;   ;BO + SBO
41196;Ver. Chr. Prim. Onderwijs in Zuidwest Drenthe;K.P.-laan;20;7943 CV;MEPPEL;0119;MEPPEL;Protestants-Christelijk;0521342086;www.vcpozd.nl;Postbus;18;7990 AA;DWINGELOO;715;BO
41200;Stichting 'Het Driespan';Hof van den Houte;91-93;4873 AZ;ETTEN-LEUR;0777;ETTEN-LEUR;Samenwerking RK, Alg. Bijz.;0765025990;www.hetdriespan.nl;Hof van den Houte;91-93;4873 AZ;ETTEN-LEUR;413;SO + VSO
41202;Stichting Scholengemeenschap Voor Vrijeschoolonderwijs;Wilhelminasingel;13-15;6524 AJ;NIJMEGEN;0268;NIJMEGEN;Antroposofisch;0243820460;www.kgcnijmegen.nl;Wilhelminasingel;13-15;6524 AJ;NIJMEGEN;401;SBO
41208;Stichting Onderwijsgroep Amersfoort;De Brand;20;3823 LJ;AMERSFOORT;0307;AMERSFOORT;Openbaar;0334701008;www.onderwijsgroepamersfoort.nl;Postbus;1771;3800 BT;AMERSFOORT;   ;SO + VSO
41210;Stichting Scholengemeenschap voor S.V.S.O. 'De Brouwerij';Vluchtheuvellaan;4;6671 DN;ZETTEN;1734;OVERBETUWE;Protestants-Christelijk;0488417700;www.sgmbrouwerij.nl;Postbus;6;6670 AA;ZETTEN;606;SO + VSO
41213;Stichting Evangelisch Onderw. Eindhoven;Jasonstraat;1;5631 JB;EINDHOVEN;0772;EINDHOVEN;Evangelisch;0402691222;www.ebsonline.nl;Jasonstraat;1;5631 JB;EINDHOVEN;638;BO
41223;Stichting Primair Onderwijs Deurne-Asten-Someren;Frits de Bruijnstraat;1;5721 XR;ASTEN;0743;ASTEN;Samenwerking PC, RK;0493670603;www.prodas.nl;Postbus;3;5720 AA;ASTEN;696;BO + SBO
41226;Stichting Monton;Amsterdamseweg;41;3812 RP;AMERSFOORT;0307;AMERSFOORT;Overige;0333030269;www.monton.nl;Amsterdamseweg;41;3812 RP;AMERSFOORT;   ;BO
41228;Stichting Filios Scholengroep;Kloosterstraat;4;5386 AS;GEFFEN;0828;OSS;Samenwerking RK, Alg. Bijz.;0412492000;www.filiosscholengroep.nl;Postbus;43;5386 ZG;GEFFEN;   ;BO
41233;Stichting Katholiek Primair Onderwijs Sint Antonius;Bozenhoven;156;3641 AJ;MIJDRECHT;0736;DE RONDE VENEN;Rooms-Katholiek;0297255436;www.driehuisschool.nl;Bozenhoven;156;3641 AJ;MIJDRECHT;222;BO
41239;De Stroming, VPCO in het Land van Heusden en Altena;Koelemaaier;1;4251 DT;WERKENDAM;0870;WERKENDAM;Protestants-Christelijk;0183501613;www.destroming.eu;Postbus;161;4250 DD;WERKENDAM;136;BO
41240;Stichting Floréo;Dr. Jan Schoutenlaan;3;3145 SX;MAASSLUIS;0556;MAASSLUIS;Rooms-Katholiek;0105914637;www.stichtingfloreo.nl;Postbus;297;3140 AG;MAASSLUIS;065;BO
41241;Stichting voor Protestants-Christelijk Basisonderwijs Midden Zeeuws-Vlaanderen;Oostelijk Bolwerk;11;4531 GP;TERNEUZEN;0715;TERNEUZEN;Protestants-Christelijk;0115531521;www.probaz.nl;Postbus;1148;4530 GC;TERNEUZEN;950;BO
41242;St. Protestants-Christelijk Basisonderwijs Baarn-Soest;Nijverheidsweg;13-C;3762 EP;SOEST;0342;SOEST;Protestants-Christelijk;0356099233;www.pcbobaarnsoest.nl;Nijverheidsweg;13-C;3762 EP;SOEST;706;BO
41246;Stichting Pallas;Bronkhorstsingel;11;5403 NA;UDEN;0856;UDEN;Antroposofisch;0263641639;www.stichtingpallas.nl;Postbus;185;7620 AD;BORNE;722;BO
41248;'Stg. voor Alg. Toegankelijk Onderwijs Eindhoven e.o.';Odysseuslaan;2;5631 JM;EINDHOVEN;0772;EINDHOVEN;Algemeen bijzonder;0402606710;www.salto-eindhoven.nl;Odysseuslaan;2;5631 JM;EINDHOVEN;606;BO + SBO
41251;Agora, Stg. voor Bijzonder Prim. Onderw. in de Zaanstreek;De Weer;10-A;1504 AG;ZAANDAM;0479;ZAANSTAD;Samenwerking PC, RK;0756168630;www.agora.nu;Postbus;88;1500 EB;ZAANDAM;215;BO + SBO
41256;Stichting Islamitisch Onderwijs Zaanstad;Hooiijzer;46;1511 KD;OOSTZAAN;0431;OOSTZAAN;Islamitisch;0756168630;www.ibsderoos.nl;Postbus;88;1500 EB;ZAANDAM;215;BO
41261;Ver. voor Chr. Prim. Onderwijs Noord-Groningen;Borgweg;46;9951 BG;WINSUM GN;0053;WINSUM;Protestants-Christelijk;0595441733;www.vcpong.nl;Postbus;74;9950 AB;WINSUM GN;780;BO
41270;PCO Accrete;Kraggelaan;6;8064 CT;ZWARTSLUIS;1896;ZWARTEWATERLAND;Protestants-Christelijk;0383865479;www.accrete.nl;Kraggelaan;6;8064 CT;ZWARTSLUIS;715;BO
41274;Stichting Orthopedagogisch Instituut Deventer en Omgeving;Koningin Wilhelminalaan;9;7415 KP;DEVENTER;0150;DEVENTER;Algemeen bijzonder;0570850000;www.pantarhei-sbo.nl;Koningin Wilhelminalaan;9;7415 KP;DEVENTER;780;SBO
41278;Ver. v. Pr. Chr. Basisonderw. Wilnis;Stationsweg;7;3648 AN;WILNIS;0736;DE RONDE VENEN;Protestants-Christelijk;0297281614;                                                                                ;Stationsweg;7;3648 AN;WILNIS;136;BO
41282;Stichting De Tjongerwerven Christelijk Primair Onderwijs;Herenweg;27;8435 WN;DONKERBROEK;0085;OOSTSTELLINGWERF;Overige;0516423024;www.detjongerwerven.nl;Herenweg;27;8435 WN;DONKERBROEK;780;BO
41286;Stg. Protestants-Christelijk Primair Onderwijs Groene Hart;Leidsestraatweg;147;3443 BT;WOERDEN;0632;WOERDEN;Protestants-Christelijk;0348432334;www.spco.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
41290;Stichting Mozarthof;Mozartlaan;29;1217 CM;HILVERSUM;0402;HILVERSUM;Algemeen bijzonder;0355821050;www.mozarthof.nl;Postbus;1035;1200 BA;HILVERSUM;136;SO + VSO
41293;Ver. Protestants Christelijk Basis- onderwijs 'Ichthus';De Ruyterstraat;7;1271 SR;HUIZEN;0406;HUIZEN;Protestants-Christelijk;0355256961;www.ichthushuizen.nl;Postbus;1048;1270 BA;HUIZEN;136;BO
41296;Stichting Vrijescholen Ithaka;Wouwermanstraat;49-A;2023 XD;HAARLEM;0392;HAARLEM;Algemeen bijzonder;0235272550;www.vsithaka.nl;Postbus;92;2050 AB;OVERVEEN;722;BO
41312;Stichting 'De Korre';Deestraat;3;4458 AJ;'S-HEER ARENDSKERKE;0664;GOES;Samenwerking Opb., PC, RK, Alg;0113569100;www.dekorre.nl;Deestraat;3;4458 AJ;'S-HEER ARENDSKERKE;413;SO + VSO
41314;Stichting Onderwijs Koninklijke Auris Groep;Bachstraat;9;2807 HZ;GOUDA;0513;GOUDA;                              ;0182591000;www.auris.nl;Postbus;808;2800 AV;GOUDA;706;SO + VSO
41316;Stg. Prot.-Christ. Bas.onderw. te Leiderdorp;Marjoleintuin;58;2353 PL;LEIDERDORP;0547;LEIDERDORP;Protestants-Christelijk;0715425503;www.pcboleiderdorp.nl;Marjoleintuin;58;2353 PL;LEIDERDORP;098;BO
41324;Stichting Montessori-Onderwijs Z-Holland;Preludeweg;15-17;2402 HB;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Algemeen bijzonder;0172243649;www.montessori-mzh.nl;Preludeweg;15-17;2402 HB;ALPHEN AAN DEN RIJN;706;BO
41331;Stichting Onderwijscentrum Zuid-Gelderland;Grote Loef;1;6581 JE;MALDEN;0252;HEUMEN;Algemeen bijzonder;0243505335;www.puntspeciaal.nl;Grote Loef;1;6581 JE;MALDEN;136;SO + VSO
41335;Stichting Maharishi Onderwijs Nederland;Maasstraat;29;8226 LP;LELYSTAD;0995;LELYSTAD;Algemeen bijzonder;0320250502;www.mbsdefontein.nl;Postbus;20008;8202 AA;LELYSTAD;780;BO
41337;Sticht. Prot. Chr. Onderwijs 'Gelderse Vallei';Varenkamp;3;3773 CL;BARNEVELD;0203;BARNEVELD;Protestants-Christelijk;0342767200;www.pcogeldersevallei.nl;Postbus;200;3770 AE;BARNEVELD;606;BO
41338;Stichting UN1EK onderwijs;Emmastraat;45;3134 CG;VLAARDINGEN;0622;VLAARDINGEN;Overige;0104355611;www.UN1EK.nl;Postbus;3014;3130 CA;VLAARDINGEN;   ;BO + SBO
41340;Stichting Samenwerkingsbestuur Primair Onderwijs Maas & Waal;Rijdt;62;6631 AT;HORSSEN;0225;DRUTEN;Samenwerking Opb., PC, Alg. Bi;0487541022;www.spommaasenwaal.nl;Rijdt;62;6631 AT;HORSSEN;   ;BO + SBO
41343;Ver. voor Prot. Christelijk Christelijk Onderw. Hasselt;Prinses Marijkestraat;1;8061 JM;HASSELT;1896;ZWARTEWATERLAND;Protestants-Christelijk;0384775334;www.vpcohasselt.nl;Prinses Marijkestraat;1;8061 JM;HASSELT;715;BO
41345;Stichting Proo Noord-Veluwe;Oosteinde;17;3842 DR;HARDERWIJK;0243;HARDERWIJK;Openbaar;0341466370;www.stichtingproo.nl;Postbus;1194;3840 BD;HARDERWIJK;722;BO
41349;Stichting Openbare Basisscholen Helmond;Scheepsboulevard;1;5705 KZ;HELMOND;0794;HELMOND;Openbaar;0492476766;www.obshelmond.nl;Postbus;877;5700 AW;HELMOND;947;BO
41358;Scholengroep Perspectief;Oosterstraat;24;9502 ED;STADSKANAAL;0037;STADSKANAAL;Protestants-Christelijk;0599612612;www.scholengroepperspectief.nl;Oosterstraat;24;9502 ED;STADSKANAAL;948;BO + SBO + SO + VSO
41359;Stichting Vrije Scholen Rijnstreek;Maresingel;19;2316 HA;LEIDEN;0546;LEIDEN;Antroposofisch;          ;                                                                                ;Maresingel;19;2316 HA;LEIDEN;098;BO
41361;Stichting Radius;Oostelijke Industrieweg;6-A;8801 JW;FRANEKER;0070;FRANEKERADEEL;Openbaar;0517383548;www.stichtingradius.nl;Postbus;70;8800 AB;FRANEKER;940;BO + SBO
41362;Stg. Openbaar Basisonderwijs Duin- en Bollenstreek;Jan de Ridderstraat;24;2201 DN;NOORDWIJK ZH;0575;NOORDWIJK;Openbaar;0718200040;www.obodb.nl;Jan de Ridderstraat;24;2201 DN;NOORDWIJK ZH;222;BO
41364;Stichting De Blauwe Loper;W.M. Dudokweg;47;1703 DA;HEERHUGOWAARD;0398;HEERHUGOWAARD;Openbaar;0725349982;www.deblauweloper.nl;W.M. Dudokweg;47;1703 DA;HEERHUGOWAARD;947;BO
41366;Stg. Prot. Chr. Prim. Onderw. in de Duin- en Bollenstreek;Grachtweg;32;2161 HN;LISSE;0553;LISSE;Protestants-Christelijk;0252431570;www.pcpo-db.nl;Postbus;411;2160 AK;LISSE;706;BO
41371;Stichting IJsselgraaf;Keppelseweg;56;6999 AR;HUMMELO;1876;BRONCKHORST;Openbaar;0314382990;www.ijsselgraaf.nl;Keppelseweg;56;6999 AR;HUMMELO;   ;BO
41373;MosaLira Stichting voor leren, onderwijs en opvoeding;Pastoor Habetsstraat;40-A;6217 KM;MAASTRICHT;0935;MAASTRICHT;Overige;0433540133;www.mosalira.nl;Pastoor Habetsstraat;40-A;6217 KM;MAASTRICHT;   ;BO + SBO + SO + VSO
41375;Stichting openb. primair onderw. IJmond;Zeilmakerstraat;62;1991 JC;VELSERBROEK;0453;VELSEN;Openbaar;0235201580;www.opoijmond.nl;Zeilmakerstraat;62;1991 JC;VELSERBROEK;706;BO + SBO
41376;Stichting Basisonderwijs Gooi en Vechtstreek;Amersfoortsestraatweg;180-C;1272 RR;HUIZEN;0406;HUIZEN;Overige;0355257578;www.talentprimair.nl;Amersfoortsestraatweg;180-C;1272 RR;HUIZEN;413;BO
41385;Stg. voor Christelijk en Algemeen/Neutraal Bijzonder Basisonderwijs Nije Gaast;Dubbelstraat;8-A;8561 BC;BALK;1940;DE FRYSKE MARREN;Algemeen bijzonder;0514602843;                                                                                ;Dubbelstraat;8-A;8561 BC;BALK;940;BO
41386;Stg. Openbaar Verenigd Onderw. in Gorinchem en de regio;Spijksedijk;28-F;4207 GN;GORINCHEM;0512;GORINCHEM;Openbaar;0183650440;www.stichtingovo.nl;Spijksedijk;28-F;4207 GN;GORINCHEM;696;BO
41388;De Kleine Prins, Stichting v. speciaal onderwijs/voorzien.;Schoolstraat;53;3742 CD;BAARN;0308;BAARN;Algemeen bijzonder;0355280448;www.dekleineprins.nl;Postbus;77;3740 AB;BAARN;   ;SO + VSO
41390;Stg. Openbaar Prim. Onderwijs Zoetermeer;Blauw-roodlaan;156;2718 SK;ZOETERMEER;0637;ZOETERMEER;Overige;0793290825;www.opoz.nl;Blauw-roodlaan;156;2718 SK;ZOETERMEER;950;BO + SBO
41396;LOGOS Stichting voor Protestant Christelijk Onderwijs;Meent;24;4141 AC;LEERDAM;0545;LEERDAM;Protestants-Christelijk;0345637980;www.stichting-logos.nl;Meent;24;4141 AC;LEERDAM;706;BO + SBO + SO + VSO
41398;Stichting AKKOORD! primair openbaar;Wylrehofweg;11;5912 PM;VENLO;0983;VENLO;Overige;0778500029;www.akkoord-po.nl;Postbus;680;5900 AR;VENLO;   ;BO
41400;Stichting Openb. Primair Onderw. Utrecht;Kaap Hoorndreef;36;3563 AT;UTRECHT;0344;UTRECHT;Openbaar;0302652640;www.spoutrecht.nl;Postbus;9315;3506 GH;UTRECHT;953;BO + SBO + SO + VSO
41401;Stichting Onderwijs Pr1mair;Hoofdstraat;69;2861 AL;BERGAMBACHT;1931;KRIMPENERWAARD;Openbaar;0102102155;www.onderwijsprimair.nl;Hoofdstraat;69;2861 AL;BERGAMBACHT;947;BO
41407;INOS, Stichting Katholiek Onderwijs Breda;Haagweg;1;4814 GA;BREDA;0758;BREDA;Rooms-Katholiek;0765611688;www.inos.nl;Postbus;3513;4800 DM;BREDA;   ;BO + SBO + SO + VSO
41413;Stichting Openbaar Primair Onderwijs Noordoost Achterhoek;Korenbree;23;7271 LH;BORCULO;1859;BERKELLAND;Openbaar;0545275166;www.oponoa.nl;Postbus;16;7270 AA;BORCULO;744;BO + SBO
41414;Stichting RENN4;Schweitzerlaan;6;9728 NP;GRONINGEN;0014;GRONINGEN;Algemeen bijzonder;0503098888;www.renn4.nl;Postbus;8091;9702 KB;GRONINGEN;706;SBO + SO + VSO
41416;Ver. Prot. Chr. Prim. Onderw. in de gemeente Oldebroek e.o.;Berberisstraat;11;8091 KK;WEZEP;0269;OLDEBROEK;Protestants-Christelijk;0383763118;www.schoolverenigingdeakker.nl;Postbus;7;8090 AA;WEZEP;606;BO
41417;Stichting Specialisten in Passend Onderwijs;Noordersingel;1;3351 ED;PAPENDRECHT;0590;PAPENDRECHT;Algemeen bijzonder;0786449734;www.spon.nu;Postbus;1024;3360 BA;SLIEDRECHT;136;SBO + SO + VSO
41419;Ver. voor P.C. Basisonderwijs in de Gemeente Leeuwarden e.o.;Margaretha de Heerstraat;2;8921 AK;LEEUWARDEN;0080;LEEUWARDEN;Protestants-Christelijk;0582130350;www.pcboleeuwarden.nl;Postbus;1090;8900 CB;LEEUWARDEN;948;BO
41421;ALLURE, Stichting openbaar primair onderwijs;Kerkstraat;79-A;1687 AM;WOGNUM;0420;MEDEMBLIK;Openbaar;0226357230;www.stichtingallure.nl;Kerkstraat;79-A;1687 AM;WOGNUM;715;BO
41424;Stg. Chr. Primair Onderwijs Betuwe & Bommelerwaard;Grotebrugse Grintweg;52;4005 AJ;TIEL;0281;TIEL;Protestants-Christelijk;0344617122;www.cpob.nl;Postbus;167;4000 AD;TIEL;706;BO + SBO
41425;Vereniging voor Protestants Christelijk onderwijs EN3;Jan Naardingweg;56;7914 PN;NOORDSCHESCHUT;0118;HOOGEVEEN;Protestants-Christelijk;0657054910;www.en3.nl;Jan Naardingweg;56;7914 PN;NOORDSCHESCHUT;715;BO
41431;Stg voor Openbaar Primair Onderwijs Regio Alphen ad Rijn;Prins Bernhardlaan;14-A;2405 VT;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Openbaar;0172501119;www.sopora.nl;Postbus;2053;2400 CB;ALPHEN AAN DEN RIJN;098;BO
41434;Stg. Primair Openbaar Onderw. in de Regio Waterland/Oostzaan;Gedempte Singelgracht;18;1441 AP;PURMEREND;0439;PURMEREND;Overige;0299820900;www.opspoor.nl;Postbus;200;1440 AE;PURMEREND;222;BO + SBO
41435;Stichting BRAVOO;Prof. Eykmanweg;7-C;5144 ND;WAALWIJK;0867;WAALWIJK;Openbaar;0416283103;www.stichtingbravoo.nl;Postbus;79;5170 AB;KAATSHEUVEL;401;BO
41436;Stichting Speciaal (basis) onderwijs Rijnstreek;Henry Dunantweg;11;2402 NM;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;                              ;0172418740;www.sboopmaat.nl;Postbus;2032;2400 CA;ALPHEN AAN DEN RIJN;706;SBO
41438;Stg. Reg. Openb. Basisonderw. Surplus;Grotewallerweg;3-12;1742 NM;SCHAGEN;0441;SCHAGEN;Openbaar;0224274555;www.stichtingsurplus.nl;Postbus;394;1740 AJ;SCHAGEN;213;BO + SBO
41439;Vereniging voor protestants-christelijk primair onderwijs TriVia;Meidoornlaan;2;4233 CN;AMEIDE;0707;ZEDERIK;Protestants-Christelijk;0183609440;www.pcpo-trivia.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
41440;Stichting Christelijk Onderwijs Over-en Midden-Betuwe;De Heister;1;6681 CV;BEMMEL;1705;LINGEWAARD;Samenwerking PC, RK;0481470555;www.sgomb.nl;Postbus;19;6680 AA;BEMMEL;136;BO
41441;Stichting Librijn openbaar onderwijs;Papsouwselaan;119-D;2624 AK;DELFT;0503;DELFT;Openbaar;0152512280;www.librijn.nl;Postbus;121;2600 AC;DELFT;706;BO + SBO
41443;Stichting Invitare Openbaar Onderwijs;Molenstraat;19;5431 BW;CUIJK;1684;CUIJK;Openbaar;0485310263;www.stichting-invitare.nl;Postbus;174;5430 AD;CUIJK;   ;BO + SBO
41444;ACIS Stg. voor Openb. Primair Onderwijs Hoeksche Waard;Biezenvijver;5;3297 GK;PUTTERSHOEK;0585;BINNENMAAS;Openbaar;0786295999;www.acishw.nl;Biezenvijver;5;3297 GK;PUTTERSHOEK;413;BO + SBO
41447;Stg. r.-k., Algemeen Bijz. en Openb. Primair Ond. PANTA RHEI;Overgoo;13;2266 JZ;LEIDSCHENDAM;1916;LEIDSCHENDAM-VOORBURG;Samenwerking Opb., RK;0703879900;www.stichtingpantarhei.nl;Postbus;103;2270 AC;VOORBURG;098;BO
41448;Stichting de Bascule;Rijksstraatweg;145;1115 AP;DUIVENDRECHT;0437;OUDER-AMSTEL;Overige;0208901900;www.debascule.com;Postbus;303;1115 ZG;DUIVENDRECHT;706;SO
41450;Stichting J.H. Donnerschool;Rudolphlaan;5;3794 MZ;DE GLIND;0203;BARNEVELD;                              ;0342452044;                                                                                ;Postbus;492;3770 AL;BARNEVELD;954;SO + VSO
41454;Stg. Prot. Christ. Primair en interconf. P.O. regio Westland;Zuidweg;87;2671 MP;NAALDWIJK;1783;WESTLAND;Protestants-Christelijk;0174526950;www.pcpow.nl;Postbus;265;2670 AH;NAALDWIJK;706;BO + SBO
41455;Stichting Openbaar Onderwijs Westland;de Savornin Lohmanstraat;1;2672 BB;NAALDWIJK;1783;WESTLAND;Openbaar;0174628572;www.openbaaronderwijswestland.nl;Postbus;154;2670 AD;NAALDWIJK;065;BO
41456;Stichting Openbaar Primair Onderwijs Albrandswaard;Emmastraat;46;3171 AH;POORTUGAAL;0613;ALBRANDSWAARD;Openbaar;0105015977;                                                                                ;Postbus;752;3170 AB;POORTUGAAL;950;BO
41460;Stichting Trivium;Beatrixstraat;13;6671 AC;ZETTEN;1734;OVERBETUWE;Protestants-Christelijk;0488420612;www.trivium-onderwijs.nl;Postbus;16;6670 AA;ZETTEN;136;BO
41461;Stichting Partners Primair Onderwijs De Link;Bantuinweg;45;3911 MV;RHENEN;0340;RHENEN;Openbaar;0317313132;www.ppodelink.nl;Bantuinweg;45;3911 MV;RHENEN;950;BO + SBO
41463;Stichting De Korenburg;Morsestraat;21-A;7101 JA;WINTERSWIJK;0294;WINTERSWIJK;Algemeen bijzonder;0543512214;www.dekorenburg.nl;Postbus;391;7100 AJ;WINTERSWIJK;722;SBO
41470;Stichting Federatie Hoorn 2;Wilhelminalaan;1;1623 MA;HOORN NH;0405;HOORN;Samenwerking PC, RK, Alg. Bijz;          ;                                                                                ;Wilhelminalaan;1;1623 MA;HOORN NH;136;SBO
41471;Stichting Openbaar Basisonderwijs West-Brabant;Vijfhuizenberg;157;4708 AJ;ROOSENDAAL;1674;ROOSENDAAL;Openbaar;0165548260;www.obo-wbr.nl;Vijfhuizenberg;157;4708 AJ;ROOSENDAAL;   ;BO
41472;Stichting Protestants Christelijk Onderwijs Noord Twente;Boddenstraat;54;7607 BN;ALMELO;0141;ALMELO;Protestants-Christelijk;0546539534;www.pcont.nl;Boddenstraat;54;7607 BN;ALMELO;722;BO + SBO
41473;Stichting Cambium;Uilennest;10;8051 HB;HATTEM;0244;HATTEM;Protestants-Christelijk;0578694169;www.vanheemstraschool.nl;Postbus;2;8050 AA;HATTEM;715;BO
41476;Stichting ROOS;Haarstraat;83;7462 AL;RIJSSEN;1742;RIJSSEN-HOLTEN;Openbaar;0548538670;www.stichtingroos.nl;Postbus;48;7460 AA;RIJSSEN;722;BO
41478;Stichting Openbaar Onderwijs Primair;Kriekenoord;13;1111 PT;DIEMEN;0384;DIEMEN;Openbaar;0207351123;www.bsdekersenboom.nl;Kriekenoord;13;1111 PT;DIEMEN;222;BO
41479;Stichting Orion;Zekeringstraat;45-2;1014 BP;AMSTERDAM;0363;AMSTERDAM;Openbaar;0203460340;www.orion.nl;Postbus;20589;1001 NN;AMSTERDAM;780;SO + VSO
41481;Stichting Openbaar Primair Onderwijs Eem-Vallei Educatief;Amsterdamseweg;41;3812 RP;AMERSFOORT;0307;AMERSFOORT;Openbaar;0333031490;www.stev.nl;Amsterdamseweg;41;3812 RP;AMERSFOORT;   ;BO
41483;Vereniging De Oorsprong voor Prot. chr. onderw. te Doorn;Sitiopark;13;3941 PP;DOORN;1581;UTRECHTSE HEUVELRUG;Protestants-Christelijk;0343579155;www.de-oorsprong.nl;Postbus;236;3960 BE;WIJK BIJ DUURSTEDE;706;BO
41486;Stg. vr Christelijk Onderwijs in Noord- en Oost-Drenthe;De Baander;2;9531 MC;BORGER;1681;BORGER-ODOORN;Protestants-Christelijk;0599236805;www.conod.nl;Postbus;56;9530 AB;BORGER;715;BO
41487;Spectrum Stichting voor Protest. Christ. Onderw.;Leeuwenhoekweg;18-A;2661 CZ;BERGSCHENHOEK;1621;LANSINGERLAND;Protestants-Christelijk;0105221657;www.spectrum-spco.nl;Leeuwenhoekweg;18-A;2661 CZ;BERGSCHENHOEK;706;BO
41488;Scholengroep Holland, Stichting voor openbaar primair onderwijs;Raadhuisplein;41;2914 KM;NIEUWERKERK AD IJSSEL;1892;ZUIDPLAS;Openbaar;0180399673;www.scholengroepholland.nl;Raadhuisplein;41;2914 KM;NIEUWERKERK AD IJSSEL;136;BO
41491;De Mare, stichting openbaar basisonderwijs Salland;Monumentstraat;55-D;8102 AK;RAALTE;0177;RAALTE;Openbaar;0572347290;www.de-mare-scholen.nl;Postbus;45;8100 AA;RAALTE;780;BO
41492;Stichting ROOBOL;Kuipersweg;5;9285 SN;BUITENPOST;0059;ACHTKARSPELEN;Openbaar;0511548390;www.roobol-onderwijs.nl;Postbus;6;9285 ZV;BUITENPOST;780;BO
41493;Stichting Openbaar Basisonderwijs Hilversum;Oude Enghweg;2;1217 JC;HILVERSUM;0402;HILVERSUM;Openbaar;0356221370;www.stiphilversum.nl;Oude Enghweg;2;1217 JC;HILVERSUM;722;BO
41494;Stichting Openbaar Primair Onderwijs Winterswijk;Beatrixpark;22;7101 BN;WINTERSWIJK;0294;WINTERSWIJK;Openbaar;0543533887;www.sopow.nl;Postbus;257;7100 AG;WINTERSWIJK;696;BO
41496;Stichting Openbaar Onderwijs Rijn- en Heuvelland;Laan van Vollenhove;3279;3706 AS;ZEIST;0355;ZEIST;Openbaar;          ;                                                                                ;Postbus;344;3700 AH;ZEIST;   ;BO + SO + VSO
41500;Stichting Openbaar Primair Onderwijs Zuid-Kennemerland;Aerdenhoutsduinweg;1;2111 AN;AERDENHOUT;0377;BLOEMENDAAL;Openbaar;0233031016;www.stopoz.nl;Aerdenhoutsduinweg;1;2111 AN;AERDENHOUT;706;BO
41501;Reflexis Openbaar Basisonderwijs;Hutteweg;113;7071 BV;ULFT;1509;OUDE IJSSELSTREEK;Openbaar;0315215009;www.reflexis.org;Postbus;107;7060 AC;TERBORG;947;BO
41502;Stichting Openbaar Primair Onderwijs Goeree-Overflakkee;Emmastraat;11-13;3255 BD;OUDE-TONGE;1924;GOEREE-OVERFLAKKEE;Openbaar;0187497800;www.sopogo.nl;Postbus;94;3255 ZH;OUDE-TONGE;940;BO + SBO
41506;Innovo, Stichting voor Katholiek Onderwijs;Ruys de Beerenbroucklaan;29-A;6417 CC;HEERLEN;0917;HEERLEN;Rooms-Katholiek;0455447144;www.innovo.nl;Postbus;2602;6401 DC;HEERLEN;   ;BO + SBO + SO + VSO
41507;Ver. Prot Chr Primair Onderw. op Voorne-Putten Rozenburg;Gemeenlandsedijk Noord;26-B;3216 AG;ABBENBROEK;1930;NISSEWAARD;Protestants-Christelijk;0881454546;www.vcodekring.nl;Gemeenlandsedijk Noord;26-B;3216 AG;ABBENBROEK;168;BO
41514;Stichting Meerkring O.P.O. Amersfoort;Amsterdamseweg;41;3812 RP;AMERSFOORT;0307;AMERSFOORT;Openbaar;0334799817;www.meerkring.nl;Amsterdamseweg;41;3812 RP;AMERSFOORT;   ;BO + SBO + SO + VSO
41515;Stichting Hilversumse Montessori Scholen;J.P. Coenstraat;41;1215 KN;HILVERSUM;0402;HILVERSUM;Algemeen bijzonder;0356215057;www.montessorischool-zuid.nl;J.P. Coenstraat;41;1215 KN;HILVERSUM;722;BO
41516;Onderwijsstichting MOVARE;Heyendallaan;55-B;6464 EP;KERKRADE;0928;KERKRADE;Overige;0455466950;www.movare.nl;Postbus;12;6460 AA;KERKRADE;401;BO + SBO + SO + VSO
41518;Stichting 'Openbaar Primair Onderwijs Dordrecht';Korte Parallelweg;197;3311 JN;DORDRECHT;0505;DORDRECHT;Openbaar;0786321616;www.opodordrecht.nl;Postbus;432;3300 AK;DORDRECHT;   ;BO + SBO
